type;traits;random_effect;estimate;STD_ERR_estimate;model_name;data_subset_number;used_seed;trait_combination
correlation;cfa+cwa;herdyear;0.36284;0.048202;;Sample_1;no_used_seed;CaaCcaCfaCwa
ratio;cwa;herdyear;0.26982;0.013460;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cfa;herdyear;0.03250;0.002707;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cfa+cwa;herdyear;0.01099;0.001667;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;caa;herdyear;0.40221;0.019868;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cca;animal;0.61875;0.023255;;Sample_1;no_used_seed;CaaCcaCfaCwa
ratio;cca;herdyear;0.06311;0.007460;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cwa;herdyear;0.02822;0.001751;;Sample_1;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cca+caa;animal;-0.38157;0.037602;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cfa;residual;0.21290;0.006371;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cfa+cwa;residual;0.02625;0.001814;;Sample_1;no_used_seed;CaaCcaCfaCwa
correlation;cfa+caa;residual;-0.04581;0.020449;;Sample_1;no_used_seed;CaaCcaCfaCwa
correlation;cca+cwa;herdyear;0.58266;0.042788;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cwa;residual;0.04715;0.002159;;Sample_1;no_used_seed;CaaCcaCfaCwa
ratio;cfa;residual;0.61378;0.018606;;Sample_1;no_used_seed;CaaCcaCfaCwa
correlation;cwa+caa;herdyear;0.75636;0.018414;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cca;herdyear;0.05445;0.006658;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cfa+cwa;animal;0.00352;0.001770;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cfa;animal;0.10146;0.007406;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cwa+caa;herdyear;0.08059;0.004631;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cwa;animal;0.02922;0.002424;;Sample_1;no_used_seed;CaaCcaCfaCwa
heritability;caa;animal;0.30886;0.017260;;Sample_1;no_used_seed;CaaCcaCfaCwa
correlation;cca+cwa;residual;0.56195;0.031060;;Sample_1;no_used_seed;CaaCcaCfaCwa
heritability;cwa;animal;0.27936;0.022725;;Sample_1;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cca+cwa;animal;0.31471;0.034979;;Sample_1;no_used_seed;CaaCcaCfaCwa
correlation;cwa+caa;residual;0.55876;0.021609;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cca;residual;0.18960;0.014665;;Sample_1;no_used_seed;CaaCcaCfaCwa
ratio;cwa;residual;0.45081;0.021853;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cca+caa;residual;0.08523;0.011430;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cfa+caa;animal;-0.03276;0.005144;;Sample_1;no_used_seed;CaaCcaCfaCwa
genetic_correlation;cca+cfa;animal;0.18970;0.026173;;Sample_1;no_used_seed;CaaCcaCfaCwa
ratio;cca;residual;0.21975;0.018591;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cwa+caa;animal;0.01762;0.004001;;Sample_1;no_used_seed;CaaCcaCfaCwa
heritability;cfa;animal;0.29251;0.020041;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cca+cfa;herdyear;0.02474;0.002961;;Sample_1;no_used_seed;CaaCcaCfaCwa
correlation;cfa+caa;herdyear;-0.12118;0.047335;;Sample_1;no_used_seed;CaaCcaCfaCwa
ratio;caa;herdyear;0.42228;0.013543;;Sample_1;no_used_seed;CaaCcaCfaCwa
correlation;cfa+cwa;residual;0.26199;0.016588;;Sample_1;no_used_seed;CaaCcaCfaCwa
correlation;cca+cfa;residual;0.07434;0.018804;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cfa+caa;herdyear;-0.01386;0.005468;;Sample_1;no_used_seed;CaaCcaCfaCwa
covariance;cca+cfa;residual;0.01494;0.003798;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;caa;residual;0.25608;0.012100;;Sample_1;no_used_seed;CaaCcaCfaCwa
variance;cwa;animal;0.02936;0.002791;;Sample_1;no_used_seed;CaaCacCwa
variance;cac;animal;0.01176;0.001258;;Sample_1;no_used_seed;CaaCacCwa
correlation;caa+cwa;residual;0.56081;0.026315;;Sample_1;no_used_seed;CaaCacCwa
heritability;caa;animal;0.31765;0.02566;;Sample_1;no_used_seed;CaaCacCwa
genetic_correlation;cac+caa;animal;0.22412;0.07931;;Sample_1;no_used_seed;CaaCacCwa
ratio;cac;residual;0.52513;0.021063;;Sample_1;no_used_seed;CaaCacCwa
ratio;cac;herdyear;0.24817;0.009598;;Sample_1;no_used_seed;CaaCacCwa
variance;cwa;residual;0.04699;0.002193;;Sample_1;no_used_seed;CaaCacCwa
correlation;caa+cwa;herdyear;0.75290;0.020571;;Sample_1;no_used_seed;CaaCacCwa
heritability;cac;animal;0.22670;0.02362;;Sample_1;no_used_seed;CaaCacCwa
covariance;cac+cwa;animal;-0.00492;0.001978;;Sample_1;no_used_seed;CaaCacCwa
variance;caa;residual;0.24910;0.018227;;Sample_1;no_used_seed;CaaCacCwa
covariance;caa+cwa;herdyear;0.08034;0.005017;;Sample_1;no_used_seed;CaaCacCwa
correlation;cac+caa;residual;---;---;;Sample_1;no_used_seed;CaaCacCwa
covariance;caa+cwa;residual;0.06067;0.003789;;Sample_1;no_used_seed;CaaCacCwa
covariance;cac+caa;animal;0.01339;0.004845;;Sample_1;no_used_seed;CaaCacCwa
ratio;cwa;herdyear;0.27030;0.013810;;Sample_1;no_used_seed;CaaCacCwa
variance;caa;herdyear;0.40259;0.020355;;Sample_1;no_used_seed;CaaCacCwa
genetic_correlation;caa+cwa;animal;0.19787;0.04497;;Sample_1;no_used_seed;CaaCacCwa
ratio;caa;residual;0.26082;0.020799;;Sample_1;no_used_seed;CaaCacCwa
correlation;cac+caa;herdyear;0.01681;0.024352;;Sample_1;no_used_seed;CaaCacCwa
covariance;cac+cwa;residual;---;---;;Sample_1;no_used_seed;CaaCacCwa
covariance;cac+cwa;herdyear;-0.00011;0.000581;;Sample_1;no_used_seed;CaaCacCwa
covariance;cac+caa;herdyear;0.00121;0.001752;;Sample_1;no_used_seed;CaaCacCwa
covariance;cac+caa;residual;---;---;;Sample_1;no_used_seed;CaaCacCwa
variance;caa;animal;0.30338;0.025494;;Sample_1;no_used_seed;CaaCacCwa
variance;cwa;herdyear;0.02828;0.001812;;Sample_1;no_used_seed;CaaCacCwa
covariance;caa+cwa;animal;0.01868;0.004768;;Sample_1;no_used_seed;CaaCacCwa
ratio;caa;herdyear;0.42153;0.014265;;Sample_1;no_used_seed;CaaCacCwa
genetic_correlation;cac+cwa;animal;-0.26493;0.10651;;Sample_1;no_used_seed;CaaCacCwa
heritability;cwa;animal;0.28062;0.02574;;Sample_1;no_used_seed;CaaCacCwa
correlation;cac+cwa;herdyear;-0.00585;0.030434;;Sample_1;no_used_seed;CaaCacCwa
variance;cac;residual;0.02723;0.001057;;Sample_1;no_used_seed;CaaCacCwa
variance;cac;herdyear;0.01287;0.000585;;Sample_1;no_used_seed;CaaCacCwa
ratio;cwa;residual;0.44908;0.022961;;Sample_1;no_used_seed;CaaCacCwa
correlation;cac+cwa;residual;---;---;;Sample_1;no_used_seed;CaaCacCwa
variance;cwa;residual;0.04732;0.001631;;Sample_1;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;residual;---;---;;Sample_1;no_used_seed;CaaCwaCwc
ratio;cwa;residual;0.45231;0.017230;;Sample_1;no_used_seed;CaaCwaCwc
ratio;cwc;herdyear;0.13407;0.009529;;Sample_1;no_used_seed;CaaCwaCwc
covariance;caa+cwa;herdyear;0.08121;0.004627;;Sample_1;no_used_seed;CaaCwaCwc
heritability;cwc;animal;0.22495;0.02520;;Sample_1;no_used_seed;CaaCwaCwc
ratio;cwa;herdyear;0.27042;0.012449;;Sample_1;no_used_seed;CaaCwaCwc
variance;cwc;herdyear;0.00233;0.000178;;Sample_1;no_used_seed;CaaCwaCwc
genetic_correlation;caa+cwc;animal;-0.33394;0.08199;;Sample_1;no_used_seed;CaaCwaCwc
heritability;cwa;animal;0.27727;0.01780;;Sample_1;no_used_seed;CaaCwaCwc
correlation;caa+cwa;herdyear;0.76077;0.019819;;Sample_1;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;animal;0.00505;0.001152;;Sample_1;no_used_seed;CaaCwaCwc
genetic_correlation;caa+cwa;animal;0.19708;0.02981;;Sample_1;no_used_seed;CaaCwaCwc
variance;caa;herdyear;0.40278;0.019310;;Sample_1;no_used_seed;CaaCwaCwc
ratio;caa;residual;0.25956;0.016046;;Sample_1;no_used_seed;CaaCwaCwc
correlation;caa+cwc;herdyear;0.12645;0.048707;;Sample_1;no_used_seed;CaaCwaCwc
variance;cwa;animal;0.02901;0.001930;;Sample_1;no_used_seed;CaaCwaCwc
correlation;caa+cwa;residual;0.55899;0.022714;;Sample_1;no_used_seed;CaaCwaCwc
ratio;cwc;residual;0.64098;0.022692;;Sample_1;no_used_seed;CaaCwaCwc
variance;caa;residual;0.24807;0.013663;;Sample_1;no_used_seed;CaaCwaCwc
variance;cwc;animal;0.00392;0.000454;;Sample_1;no_used_seed;CaaCwaCwc
covariance;caa+cwa;animal;0.01853;0.002869;;Sample_1;no_used_seed;CaaCwaCwc
genetic_correlation;cwc+cwa;animal;0.47408;0.10546;;Sample_1;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;herdyear;0.00137;0.000470;;Sample_1;no_used_seed;CaaCwaCwc
covariance;caa+cwc;residual;---;---;;Sample_1;no_used_seed;CaaCwaCwc
covariance;caa+cwc;animal;-0.01154;0.002920;;Sample_1;no_used_seed;CaaCwaCwc
covariance;caa+cwa;residual;0.06056;0.002500;;Sample_1;no_used_seed;CaaCwaCwc
covariance;caa+cwc;herdyear;0.00388;0.001512;;Sample_1;no_used_seed;CaaCwaCwc
ratio;caa;herdyear;0.42144;0.013214;;Sample_1;no_used_seed;CaaCwaCwc
correlation;caa+cwc;residual;---;---;;Sample_1;no_used_seed;CaaCwaCwc
variance;cwc;residual;0.01116;0.000376;;Sample_1;no_used_seed;CaaCwaCwc
correlation;cwc+cwa;residual;---;---;;Sample_1;no_used_seed;CaaCwaCwc
variance;cwa;herdyear;0.02829;0.001629;;Sample_1;no_used_seed;CaaCwaCwc
heritability;caa;animal;0.31900;0.01943;;Sample_1;no_used_seed;CaaCwaCwc
variance;caa;animal;0.30487;0.019148;;Sample_1;no_used_seed;CaaCwaCwc
correlation;cwc+cwa;herdyear;0.16800;0.056850;;Sample_1;no_used_seed;CaaCwaCwc
ratio;cwc;herdyear;0.13826;0.008264;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;herdyear;0.00291;0.001614;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;animal;-0.01337;0.003016;Het;Sample_1;no_used_seed;CaaCacCwc_Het
correlation;cac+caa;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCwc_Het
correlation;cac+caa;herdyear;0.03767;0.018625;Het;Sample_1;no_used_seed;CaaCacCwc_Het
ratio;cwc;residual;0.65735;0.013504;Het;Sample_1;no_used_seed;CaaCacCwc_Het
correlation;cac+cwc;herdyear;0.55474;0.036073;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;caa;herdyear;0.37141;0.018562;Het;Sample_1;no_used_seed;CaaCacCwc_Het
ratio;caa;residual;0.25408;0.020602;Het;Sample_1;no_used_seed;CaaCacCwc_Het
correlation;cac+cwc;residual;0.39309;0.021612;Het;Sample_1;no_used_seed;CaaCacCwc_Het
heritability;cwc;animal;0.20439;0.013311;Het;Sample_1;no_used_seed;CaaCacCwc_Het
correlation;caa+cwc;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;herdyear;0.00258;0.001265;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;animal;0.01223;0.004833;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;cwc;animal;0.00355;0.000234;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;cwc;residual;0.01141;0.000263;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;caa;residual;0.23657;0.017696;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;caa;animal;0.32312;0.024730;Het;Sample_1;no_used_seed;CaaCacCwc_Het
genetic_correlation;cac+cwc;animal;-0.37083;0.093578;Het;Sample_1;no_used_seed;CaaCacCwc_Het
ratio;caa;herdyear;0.39889;0.013905;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;cwc;herdyear;0.00240;0.000158;Het;Sample_1;no_used_seed;CaaCacCwc_Het
ratio;cac;residual;0.55085;0.022313;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;herdyear;0.00305;0.000264;Het;Sample_1;no_used_seed;CaaCacCwc_Het
correlation;caa+cwc;herdyear;0.09753;0.053596;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;residual;0.00705;0.000419;Het;Sample_1;no_used_seed;CaaCacCwc_Het
ratio;cac;herdyear;0.24647;0.010582;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;animal;-0.00225;0.000517;Het;Sample_1;no_used_seed;CaaCacCwc_Het
genetic_correlation;cac+caa;animal;0.21142;0.083765;Het;Sample_1;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCwc_Het
genetic_correlation;caa+cwc;animal;-0.39499;0.084208;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;cac;herdyear;0.01260;0.000662;Het;Sample_1;no_used_seed;CaaCacCwc_Het
heritability;cac;animal;0.20267;0.023224;Het;Sample_1;no_used_seed;CaaCacCwc_Het
heritability;caa;animal;0.34703;0.025411;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;cac;residual;0.02815;0.001044;Het;Sample_1;no_used_seed;CaaCacCwc_Het
variance;cac;animal;0.01036;0.001237;Het;Sample_1;no_used_seed;CaaCacCwc_Het
ratio;caa;herdyear;0.41879;0.012660;;Sample_1;no_used_seed;CaaCacCwc
covariance;cac+cwc;animal;-0.00268;0.000564;;Sample_1;no_used_seed;CaaCacCwc
covariance;cac+cwc;residual;0.00728;0.000467;;Sample_1;no_used_seed;CaaCacCwc
variance;cac;herdyear;0.01286;0.000674;;Sample_1;no_used_seed;CaaCacCwc
ratio;cac;herdyear;0.24755;0.010735;;Sample_1;no_used_seed;CaaCacCwc
correlation;cac+caa;residual;---;---;;Sample_1;no_used_seed;CaaCacCwc
covariance;caa+cwc;herdyear;0.00356;0.001650;;Sample_1;no_used_seed;CaaCacCwc
variance;caa;herdyear;0.39860;0.018095;;Sample_1;no_used_seed;CaaCacCwc
covariance;cac+caa;animal;0.01563;0.003921;;Sample_1;no_used_seed;CaaCacCwc
covariance;cac+caa;herdyear;0.00027;0.001220;;Sample_1;no_used_seed;CaaCacCwc
ratio;cwc;herdyear;0.13693;0.008316;;Sample_1;no_used_seed;CaaCacCwc
correlation;cac+cwc;herdyear;0.54877;0.036354;;Sample_1;no_used_seed;CaaCacCwc
variance;caa;residual;0.24822;0.015261;;Sample_1;no_used_seed;CaaCacCwc
covariance;caa+cwc;residual;---;---;;Sample_1;no_used_seed;CaaCacCwc
variance;cac;residual;0.02710;0.000957;;Sample_1;no_used_seed;CaaCacCwc
ratio;cwc;residual;0.64218;0.012258;;Sample_1;no_used_seed;CaaCacCwc
variance;caa;animal;0.30498;0.020876;;Sample_1;no_used_seed;CaaCacCwc
covariance;caa+cwc;animal;-0.01333;0.002999;;Sample_1;no_used_seed;CaaCacCwc
correlation;cac+caa;herdyear;0.00381;0.017054;;Sample_1;no_used_seed;CaaCacCwc
heritability;cwc;animal;0.22089;0.012110;;Sample_1;no_used_seed;CaaCacCwc
genetic_correlation;cac+caa;animal;0.25846;0.072365;;Sample_1;no_used_seed;CaaCacCwc
genetic_correlation;caa+cwc;animal;-0.38866;0.085133;;Sample_1;no_used_seed;CaaCacCwc
correlation;cac+cwc;residual;0.41785;0.023158;;Sample_1;no_used_seed;CaaCacCwc
correlation;caa+cwc;residual;---;---;;Sample_1;no_used_seed;CaaCacCwc
variance;cwc;herdyear;0.00239;0.000158;;Sample_1;no_used_seed;CaaCacCwc
ratio;caa;residual;0.26079;0.017599;;Sample_1;no_used_seed;CaaCacCwc
heritability;caa;animal;0.32042;0.020997;;Sample_1;no_used_seed;CaaCacCwc
variance;cwc;residual;0.01121;0.000251;;Sample_1;no_used_seed;CaaCacCwc
covariance;cac+cwc;herdyear;0.00304;0.000270;;Sample_1;no_used_seed;CaaCacCwc
genetic_correlation;cac+cwc;animal;-0.39400;0.093147;;Sample_1;no_used_seed;CaaCacCwc
heritability;cac;animal;0.23077;0.020998;;Sample_1;no_used_seed;CaaCacCwc
variance;cwc;animal;0.00385;0.000214;;Sample_1;no_used_seed;CaaCacCwc
variance;cac;animal;0.01199;0.001126;;Sample_1;no_used_seed;CaaCacCwc
ratio;cac;residual;0.52168;0.019298;;Sample_1;no_used_seed;CaaCacCwc
correlation;caa+cwc;herdyear;0.11533;0.053360;;Sample_1;no_used_seed;CaaCacCwc
covariance;cac+caa;residual;---;---;;Sample_1;no_used_seed;CaaCacCwc
ratio;cac;herdyear;0.24726;0.009882;;Sample_1;no_used_seed;CaaCacCfc
correlation;cfc+cac;residual;-0.15979;0.014218;;Sample_1;no_used_seed;CaaCacCfc
variance;cfc;herdyear;0.02713;0.003045;;Sample_1;no_used_seed;CaaCacCfc
ratio;cfc;residual;0.68348;0.022258;;Sample_1;no_used_seed;CaaCacCfc
correlation;cfc+caa;herdyear;-0.04590;0.031685;;Sample_1;no_used_seed;CaaCacCfc
variance;caa;animal;0.30328;0.014763;;Sample_1;no_used_seed;CaaCacCfc
genetic_correlation;cfc+caa;animal;0.09089;0.062715;;Sample_1;no_used_seed;CaaCacCfc
variance;cfc;animal;0.09622;0.009378;;Sample_1;no_used_seed;CaaCacCfc
variance;cac;residual;0.02709;0.000809;;Sample_1;no_used_seed;CaaCacCfc
variance;cac;herdyear;0.01282;0.000609;;Sample_1;no_used_seed;CaaCacCfc
correlation;cfc+caa;residual;---;---;;Sample_1;no_used_seed;CaaCacCfc
covariance;cfc+caa;animal;0.01553;0.010814;;Sample_1;no_used_seed;CaaCacCfc
ratio;cfc;herdyear;0.06962;0.007557;;Sample_1;no_used_seed;CaaCacCfc
variance;cfc;residual;0.26635;0.008169;;Sample_1;no_used_seed;CaaCacCfc
heritability;cfc;animal;0.24691;0.022851;;Sample_1;no_used_seed;CaaCacCfc
covariance;cfc+cac;animal;-0.00748;0.001090;;Sample_1;no_used_seed;CaaCacCfc
genetic_correlation;cac+caa;animal;0.25377;0.072041;;Sample_1;no_used_seed;CaaCacCfc
heritability;caa;animal;0.31835;0.013879;;Sample_1;no_used_seed;CaaCacCfc
covariance;cfc+caa;herdyear;-0.00478;0.003312;;Sample_1;no_used_seed;CaaCacCfc
correlation;cac+caa;herdyear;0.01457;0.017250;;Sample_1;no_used_seed;CaaCacCfc
covariance;cac+caa;animal;0.01528;0.004503;;Sample_1;no_used_seed;CaaCacCfc
genetic_correlation;cfc+cac;animal;-0.22044;0.032708;;Sample_1;no_used_seed;CaaCacCfc
correlation;cfc+cac;herdyear;-0.44468;0.048349;;Sample_1;no_used_seed;CaaCacCfc
ratio;cac;residual;0.52226;0.014942;;Sample_1;no_used_seed;CaaCacCfc
ratio;caa;residual;0.26146;0.013832;;Sample_1;no_used_seed;CaaCacCfc
covariance;cac+caa;herdyear;0.00104;0.001234;;Sample_1;no_used_seed;CaaCacCfc
heritability;cac;animal;0.23048;0.017049;;Sample_1;no_used_seed;CaaCacCfc
covariance;cfc+cac;residual;-0.01357;0.001226;;Sample_1;no_used_seed;CaaCacCfc
variance;caa;residual;0.24909;0.011527;;Sample_1;no_used_seed;CaaCacCfc
ratio;caa;herdyear;0.42019;0.010716;;Sample_1;no_used_seed;CaaCacCfc
covariance;cfc+cac;herdyear;-0.00829;0.001107;;Sample_1;no_used_seed;CaaCacCfc
variance;caa;herdyear;0.40030;0.015782;;Sample_1;no_used_seed;CaaCacCfc
covariance;cac+caa;residual;---;---;;Sample_1;no_used_seed;CaaCacCfc
covariance;cfc+caa;residual;---;---;;Sample_1;no_used_seed;CaaCacCfc
variance;cac;animal;0.01195;0.000890;;Sample_1;no_used_seed;CaaCacCfc
correlation;cac+caa;residual;---;---;;Sample_1;no_used_seed;CaaCacCfc
covariance;cfc+cac;herdyear;-0.00799;0.001073;Het;Sample_1;no_used_seed;CaaCacCfc_Het
ratio;cfc;herdyear;0.06879;0.007559;Het;Sample_1;no_used_seed;CaaCacCfc_Het
correlation;cac+caa;herdyear;0.05298;0.026986;Het;Sample_1;no_used_seed;CaaCacCfc_Het
covariance;cfc+cac;animal;-0.00495;0.001676;Het;Sample_1;no_used_seed;CaaCacCfc_Het
correlation;cfc+caa;herdyear;-0.09087;0.038595;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;caa;animal;0.32111;0.016587;Het;Sample_1;no_used_seed;CaaCacCfc_Het
ratio;caa;residual;0.25485;0.014913;Het;Sample_1;no_used_seed;CaaCacCfc_Het
ratio;cac;residual;0.55070;0.015005;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;cac;animal;0.01040;0.000827;Het;Sample_1;no_used_seed;CaaCacCfc_Het
heritability;cfc;animal;0.23534;0.022107;Het;Sample_1;no_used_seed;CaaCacCfc_Het
genetic_correlation;cfc+cac;animal;-0.16062;0.052080;Het;Sample_1;no_used_seed;CaaCacCfc_Het
genetic_correlation;cfc+caa;animal;0.11361;0.061612;Het;Sample_1;no_used_seed;CaaCacCfc_Het
ratio;cac;herdyear;0.24542;0.011246;Het;Sample_1;no_used_seed;CaaCacCfc_Het
ratio;caa;herdyear;0.40069;0.012211;Het;Sample_1;no_used_seed;CaaCacCfc_Het
correlation;cfc+caa;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCfc_Het
covariance;cac+caa;animal;0.01120;0.003131;Het;Sample_1;no_used_seed;CaaCacCfc_Het
covariance;cac+caa;herdyear;0.00362;0.001841;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;cfc;animal;0.09126;0.008954;Het;Sample_1;no_used_seed;CaaCacCfc_Het
ratio;cfc;residual;0.69587;0.021754;Het;Sample_1;no_used_seed;CaaCacCfc_Het
correlation;cfc+cac;residual;-0.17532;0.017160;Het;Sample_1;no_used_seed;CaaCacCfc_Het
covariance;cfc+caa;animal;0.01945;0.010693;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;cfc;herdyear;0.02667;0.003040;Het;Sample_1;no_used_seed;CaaCacCfc_Het
correlation;cac+caa;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCfc_Het
covariance;cfc+cac;residual;-0.01527;0.001560;Het;Sample_1;no_used_seed;CaaCacCfc_Het
covariance;cfc+caa;herdyear;-0.00907;0.003919;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;caa;residual;0.23757;0.012403;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;cac;residual;0.02810;0.000812;Het;Sample_1;no_used_seed;CaaCacCfc_Het
heritability;cac;animal;0.20387;0.016427;Het;Sample_1;no_used_seed;CaaCacCfc_Het
heritability;caa;animal;0.34446;0.016596;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;cac;herdyear;0.01252;0.000684;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;caa;herdyear;0.37352;0.017030;Het;Sample_1;no_used_seed;CaaCacCfc_Het
covariance;cac+caa;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCfc_Het
correlation;cfc+cac;herdyear;-0.43709;0.048518;Het;Sample_1;no_used_seed;CaaCacCfc_Het
covariance;cfc+caa;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCfc_Het
variance;cfc;residual;0.26985;0.008078;Het;Sample_1;no_used_seed;CaaCacCfc_Het
genetic_correlation;cac+caa;animal;0.19374;0.053682;Het;Sample_1;no_used_seed;CaaCacCfc_Het
ratio;cac;residual;0.54986;0.021945;Het;Sample_1;no_used_seed;CaaCacCfa_Het
ratio;caa;herdyear;0.40080;0.013412;Het;Sample_1;no_used_seed;CaaCacCfa_Het
variance;cac;animal;0.01045;0.001234;Het;Sample_1;no_used_seed;CaaCacCfa_Het
genetic_correlation;cfa+cac;animal;0.05950;0.077934;Het;Sample_1;no_used_seed;CaaCacCfa_Het
variance;cfa;animal;0.09069;0.006802;Het;Sample_1;no_used_seed;CaaCacCfa_Het
covariance;cfa+caa;herdyear;-0.02736;0.003981;Het;Sample_1;no_used_seed;CaaCacCfa_Het
genetic_correlation;cfa+caa;animal;-0.12657;0.045402;Het;Sample_1;no_used_seed;CaaCacCfa_Het
variance;caa;residual;0.23716;0.010256;Het;Sample_1;no_used_seed;CaaCacCfa_Het
correlation;cac+caa;herdyear;0.04288;0.028710;Het;Sample_1;no_used_seed;CaaCacCfa_Het
covariance;cfa+cac;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCfa_Het
heritability;cac;animal;0.20478;0.023720;Het;Sample_1;no_used_seed;CaaCacCfa_Het
variance;cfa;herdyear;0.02760;0.003086;Het;Sample_1;no_used_seed;CaaCacCfa_Het
correlation;cfa+caa;herdyear;-0.26939;0.034091;Het;Sample_1;no_used_seed;CaaCacCfa_Het
covariance;cac+caa;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCfa_Het
ratio;cfa;residual;0.65009;0.018641;Het;Sample_1;no_used_seed;CaaCacCfa_Het
genetic_correlation;cac+caa;animal;0.19751;0.064074;Het;Sample_1;no_used_seed;CaaCacCfa_Het
variance;cac;residual;0.02806;0.001074;Het;Sample_1;no_used_seed;CaaCacCfa_Het
correlation;cfa+cac;herdyear;-0.10983;0.051956;Het;Sample_1;no_used_seed;CaaCacCfa_Het
covariance;cac+caa;animal;0.01145;0.003788;Het;Sample_1;no_used_seed;CaaCacCfa_Het
ratio;cac;herdyear;0.24536;0.011424;Het;Sample_1;no_used_seed;CaaCacCfa_Het
ratio;caa;residual;0.25433;0.012921;Het;Sample_1;no_used_seed;CaaCacCfa_Het
covariance;cfa+caa;residual;-0.01823;0.006301;Het;Sample_1;no_used_seed;CaaCacCfa_Het
heritability;caa;animal;0.34487;0.014307;Het;Sample_1;no_used_seed;CaaCacCfa_Het
variance;caa;animal;0.32159;0.013846;Het;Sample_1;no_used_seed;CaaCacCfa_Het
variance;caa;herdyear;0.37374;0.019107;Het;Sample_1;no_used_seed;CaaCacCfa_Het
correlation;cac+caa;residual;---;---;Het;Sample_1;no_used_seed;CaaCacCfa_Het
covariance;cfa+cac;herdyear;-0.00204;0.000975;Het;Sample_1;no_used_seed;CaaCacCfa_Het
variance;cfa;residual;0.21977;0.006177;Het;Sample_1;no_used_seed;CaaCacCfa_Het
correlation;cfa+caa;residual;-0.07983;0.027707;Het;Sample_1;no_used_seed;CaaCacCfa_Het
